SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
14132,14133,4195,MI-00046,ROYAL OAK,48067,WAYNE,MI,"24,118.00","19,638.00","4,480.00",0,0,0
14132,14133,4195,MI-00046,ROYAL OAK,48073,OAKLAND,MI,"1,922,091.00","1,245,431.00","676,660.00","807,100.00","451,100.00","356,000.00"
14132,14133,4195,MI-00046,SAINT CLAIR SHORES,48080,MACOMB,MI,"131,199.00","92,511.00","38,688.00","26,900.00","21,700.00","5,200.00"
14132,14133,4195,MI-00046,SAINT CLAIR SHORES,48081,MACOMB,MI,"179,457.00","117,857.00","61,600.00","25,000.00","15,000.00","10,000.00"
14132,14133,4195,MI-00046,SAINT CLAIR SHORES,48082,MACOMB,MI,"113,032.00","76,207.00","36,825.00","41,400.00","18,700.00","22,700.00"
14132,14133,4195,MI-00046,SHELBY TWP,48316,MACOMB,MI,"22,867.00","18,917.00","3,950.00","18,600.00","14,600.00","4,000.00"
14132,14133,4195,MI-00046,SOUTHFIELD,48033,OAKLAND,MI,"70,115.00","53,530.00","16,585.00","8,400.00",0,"8,400.00"
14132,14133,4195,MI-00046,SOUTHFIELD,48034,OAKLAND,MI,"106,763.00","68,463.00","38,300.00","25,000.00","19,100.00","5,900.00"
14132,14133,4195,MI-00046,SOUTHFIELD,48075,OAKLAND,MI,"1,243,155.00","814,860.00","428,295.00","398,000.00","258,600.00","139,400.00"
14132,14133,4195,MI-00046,SOUTHFIELD,48076,OAKLAND,MI,"355,940.00","236,655.00","119,285.00","70,700.00","42,300.00","28,400.00"
14132,14133,4195,MI-00046,SOUTHGATE,48195,WAYNE,MI,"1,652,038.00","1,050,432.00","601,606.00","549,800.00","323,100.00","224,100.00"
14132,14133,4195,MI-00046,STERLING HEIGHTS,48310,MACOMB,MI,"64,072.00","44,047.00","20,025.00",0,0,0
14132,14133,4195,MI-00046,STERLING HEIGHTS,48312,MACOMB,MI,"268,608.00","187,938.00","80,670.00","28,100.00","11,400.00","16,700.00"
14132,14133,4195,MI-00046,STERLING HEIGHTS,48312,WAYNE,MI,"15,000.00",0,"15,000.00",0,0,0
14132,14133,4195,MI-00046,STERLING HTS,48312,MACOMB,MI,"12,618.00","12,618.00",0,0,0,0
14132,14133,4195,MI-00046,TAYLOR,48180,WAYNE,MI,"155,855.00","103,840.00","52,015.00","7,300.00","7,300.00",0
14132,14133,4195,MI-00046,TRENTON,48183,WAYNE,MI,"11,948.00","4,973.00","6,975.00",0,0,0
14132,14133,4195,MI-00046,TROY,48083,OAKLAND,MI,"382,581.00","254,206.00","128,375.00",0,0,0
14132,14133,4195,MI-00046,WARREN,48088,MACOMB,MI,"2,244,966.00","1,379,291.00","865,675.00","495,200.00","319,000.00","176,200.00"
14132,14133,4195,MI-00046,WARREN,48089,MACOMB,MI,"1,471,440.00","920,302.00","551,138.00","438,800.00","285,700.00","153,100.00"
14132,14133,4195,MI-00046,WARREN,48089,MARQUETTE,MI,"31,929.00","23,229.00","8,700.00",0,0,0
14132,14133,4195,MI-00046,WARREN,48089,WAYNE,MI,"34,701.00","22,651.00","12,050.00",0,0,0
14132,14133,4195,MI-00046,WARREN,48091,MACOMB,MI,"1,323,976.00","914,696.00","409,280.00","169,200.00","115,200.00","54,000.00"
14132,14133,4195,MI-00046,WARREN,48092,MACOMB,MI,"267,304.00","167,479.00","99,825.00","132,300.00","71,800.00","60,500.00"
14132,14133,4195,MI-00046,WARREN,48093,MACOMB,MI,"643,911.00","425,927.00","217,984.00","116,100.00","89,600.00","26,500.00"
14132,14133,4195,MI-00046,WATERFORD,48328,OAKLAND,MI,"16,969.00","9,989.00","6,980.00","14,800.00","7,800.00","7,000.00"
14132,14133,4195,MI-00046,WAYNE,48184,WAYNE,MI,"37,016.00","19,616.00","17,400.00","16,000.00","14,700.00","1,300.00"
14132,14133,4195,MI-00046,WEST BLOOMFIELD,48322,OAKLAND,MI,"30,942.00","28,652.00","2,290.00","4,100.00","3,600.00",500
14132,14133,4195,MI-00046,WESTLAND,48185,WAYNE,MI,"39,500.00","19,880.00","19,620.00",0,0,0
14132,14133,4195,MI-00046,WESTLAND,48186,WAYNE,MI,"42,930.00","29,870.00","13,060.00","13,500.00","5,900.00","7,600.00"
14132,14133,4195,MI-00046,WOODHAVEN,48183,WAYNE,MI,"56,976.00","43,176.00","13,800.00",0,0,0
14132,14133,4195,MI-00046,WYANDOTTE,48192,WAYNE,MI,"359,879.00","251,369.00","108,510.00","87,000.00","57,500.00","29,500.00"
14136,14137,,WA-00047,BREWSTER,98812,OKANOGAN,WA,"1,398,672.00","1,148,072.00","250,600.00","40,000.00",0,"40,000.00"
14136,14137,,WA-00047,CARLTON,98814,OKANOGAN,WA,"29,093.00","14,168.00","14,925.00","14,000.00","14,000.00",0
14136,14137,,WA-00047,METHOW,98834,OKANOGAN,WA,"764,876.00","604,866.00","160,010.00","21,200.00",0,"21,200.00"
14136,14137,,WA-00047,PATEROS,98846,OKANOGAN,WA,"2,881,450.00","2,144,490.00","736,960.00","54,000.00",0,"54,000.00"
14136,14137,,WA-00047,TWISP,98856,OKANOGAN,WA,"382,844.00","303,664.00","79,180.00","64,900.00","43,100.00","21,800.00"
14136,14137,,WA-00047,WINTHROP,98862,OKANOGAN,WA,"22,400.00","22,400.00",0,0,0,0
,,,,,,,,,,,,,
United States Small Business Administration (SBA)         RPT-13304      Last modified: 10/20/2014,,,,,,,,,,,,,
